key;author;employer;country
conf/coling/ChakravartiFIPF20;Radu Florian;Osaka University;JP
conf/memea/AlboiniCLNS20;Maurizio Angelo Leone;Université Catholique de l' Ouest;FR
conf/cgi/TangDC06;Min Tang 0001;Mesa State College;US
conf/biocomp/LiZR10;Yi Zhu;Universidad de Oriente;CU
conf/etra/BednarikBVKEHPF18;Hana Vrzakova;Troy University, Troy;US
conf/mobiquitous/PinkGFKKW10;Glen Pink;Fachhochschule Krems;AT
conf/icmc/AndreattaA03;Moreno Andreatta;Dire Dawa University;ET
conf/icc/ZhongHRWQW17;Yongzhi Huang 0002;University of Derby;GB
conf/igarss/ZribiBG06;Nicolas N. Baghdadi;Yeungnam University;KR
conf/icetc/SalehPM14;Rob Manton;Malmö University College;SE
conf/benevol/HubrechtsKRWSRM18;Thierry Renaux;Université de Ziguinchor;SN
conf/acl/NeubigZYH18;Junxian He;Kennesaw State University;US
conf/icdm/Martinez-AlvarezLRA08;Francisco Martínez-Álvarez;University of North Carolina at Pembroke;US
conf/iwmmdbms/ChouCL96;Ta-Chun Chou;University of Northern Colorado;US
conf/cloud/KimWGKA20;David G. Andersen;Kent State University - Stark;US
conf/biocas/MirzaWKCBNT17;Khalid B. Mirza;Vilnius Gediminas Technical University;LT
conf/iccchina/GuiWGC14;Yang Gui;Chongqing Three Gorges University;CN
conf/dagstuhl/Schneider-KampFTGACMZ07;Peter Schneider-Kamp;Université Gamal Abdel Nasser de Conakry;GN
conf/mmsp/BonamicoBLC04;Carlo Braccini;Ufa State Institute of Arts;RU
conf/smc/JaggernauthHLCK11;Bozena Kaminska;Guangdong Radio & TV University;CN
conf/nlucs/CarlJ09;Michael Carl;Yantai Education Institute & Yantai Television University;CN
conf/icra/Fernandez-PerdomoCHIDPR11;Josep Isern-Gonzalez;Kyushu Institute of Technology;JP
conf/isbi/LeeKPCPJTM08;Sang Ho Lee 0001;Beijing Language and Culture University;CN
conf/fgcs/YashiroFCMHW92;Masahiro Matsuo;University of Amsterdam;NL
conf/icmlc/LiLW13a;Wei Li;Universidad Nacional Abierta;VE
conf/vtc/MaLLCW20;Minghuan Ma;Ecole National d'Agriculture de Meknes;MA
conf/vdat/SinghSVJ13;Ram Mohan Verma;University of Wisconsin - Eau Claire;US
conf/interspeech/SydeserffCIJMV91;Mervyn A. Jack;University of Winnipeg;CA
conf/icip/LiLM15;Yuelong Li;Nangarhar University;AF
conf/smc/LinLCH15;San-Yih Hwang;University of Texas Health Science Center at San Antonio;US
conf/naacl/SuLYC18;Yi Ting Yeh;Universidade do Oeste de Santa Catarina;BR
conf/irc/LimKP19;Tae-Hyoung Park;İstanbul Şehir University;TR
conf/adma/WangYL20;Guanjun Lai;International Buddhist University;JP
conf/eurogp/PagePL99;William B. Langdon;Cagayan State University;PH
conf/ic3k/SanneWFG16;Stefania Gnesi;University of Tabuk;SA
conf/wism/LvZ11;Xiao-jun Zhu;Universidad Europea de Madrid;ES
conf/bhi/ChengBNSDW12;May D. Wang;Kanazawa Gakuin University;JP
conf/xsede/BerenteABBCHKNT19;James Howison;Academy of Economics in Katowice;PL
conf/tal/PiaseckiSMB08;Maciej Piasecki;Anna University of Technology, Tirunelveli;IN
conf/cdc/SatohOS03;Kenji Sugimoto;Oita Medical University;JP
conf/kbse/LinMXXSPLZD17;Yun Lin 0001;Universitas Sarjanawiyata Tamansiswa;ID
conf/isit/FeitenM06;Rudolf Mathar;University of Medicine and Pharmacy of Cluj-Napoca;RO
conf/vts/KarabacakWCKO18;Jennifer N. Kitchen;University of Redlands;US
conf/cvpr/0002WXG0Y21;Xin Deng 0002;Universitas Islam Jakarta;ID
conf/embc/LiuWYXYLL16;Huiying Liu;Armed Forces Academy of General Milan Rastislav Štefánik;SK
conf/wicsa/BabarMEMMK12;Sébastien Mosser 0001;Kazakhstan Institute of Management, Economics, and Strategic Research;KZ
conf/qce/MartinezFCG20;Josu Etxezarreta Martinez;Lancaster University Ghana;GH
conf/oss/StolB09;Muhammad Ali Babar;Middle East Technical University;TR
conf/ahfe/FayRS19;Neville A. Stanton;National University of Ireland, Maynooth;IE
conf/avi/PastorMA00;Pedro J. Molina;Rhode Island College;US
conf/plilp/CuiDDKRRRSW98;David Scott Warren;Michigan School of Professional Psychology;US
conf/icsnc/AljohaniC08;Jonathon A. Chambers;Universidad Central del Valle del Cauca;CO
conf/ppdp/GiachinoHLM16;Elena Giachino;Advance Tertiary College;MY
conf/ccece/EbrahimiV06;Mehran Ebrahimi;Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza;ES
conf/bildmed/ErkesGARK02;Thomas Erkes;Université de Ziguinchor;SN
conf/somet/MinamikawaYFKH11;Hamido Fujita;Texas Tech University Health Science Center;US
conf/icip/XiaoZLJL19;Kin-Man Lam 0001;Jadara University;JO
conf/mobisys/SeshasayeeNBPS08;Balasubramanian Seshasayee;Maranatha Baptist Bible College;US
conf/igarss/JonesKCH02;Wael M. Khairy;Kobe Gakuin University;JP
conf/netsoft/CarellaPMCBF17;Paolo Bellavista;Art Academy of Cincinnati;US
conf/vee/ChengDCLG20;Kevin Cheng;Los Angeles College of Chiropractic;US
conf/nets4cars/BelhassenDB15;Mohamed Belhassen;University of North Carolina at Asheville;US
conf/ewdts/AbuselidzeDK18;Nino Devadze;Toho College of Music;JP
conf/iccv/ShamsKSH07;Rodney A. Kennedy;Universidad Privada San Juan Bautista;PE
conf/apsys/GuHKLP17;Hongxin Hu;Kurashiki University of Science and the Arts;JP
conf/miua/OkuboyejoOO14;Solomon Odunaike;Hafencity Universität Hamburg;DE
conf/ivs/ChenDLSL15;Zhao Liu;Dhirubhai Ambani Institute of Information and Communication Technology;IN
conf/aiccsa/GontaraBK18;Ouajdi Korbaa;Ross University, School of Medicine;US
conf/iecon/0001CMF012;Osama Mohammed 0001;University of Performing Arts in Bratislava;SK
conf/aina/ZhangLCL05;Jing Liu 0023;Kota Kinabalu Polytechnic;MY
conf/vlsi-dat/KuoHWLCCH15;Yi-Ping Kuo;Cankaya University;TR
conf/crypto/BoyleCGIKS20;Yuval Ishai;University of Teramo;IT
conf/amcc/GhoshLGT18;Soumyadip Ghosh;Universidad Don Bosco;SV
conf/icccn/SilvaS01;Prasan De Silva;Vaal University of Technology;ZA
conf/cade/DonatW88;Michael R. Donat;University of New England;US
conf/icmla/SoleimaniMCL19;Samira Soleimani;Basilicata University Potenza;IT
conf/embc/MachadoSBDT15;César Alexandre Teixeira;Babes-Bolyai University of Cluj-Napoca;RO
conf/sigcse/BakerBGTS99;Michael Boilen;Moscow University Touro;RU
conf/eucnc/DimitrovPSBAE15;Gabriele Boccolini;Medizinische Hochschule Hannover;DE
conf/icassp/FaussNZP17;H. Vincent Poor;Instituto Tecnológico de Querétaro;MX
conf/c5/HazeyamaSK09;Yuusuke Kobayashi;Honam University;KR
conf/ncm/HanKK09;Jeong-Hye Han;Katholische Fachhochschule Nordrhein-Westfalen;DE
conf/icdpa/BhuiyanZ0WTH18;Mohammad Mehedi Hassan;Universidad de Los Lagos;CL
conf/atva/HoweK09;Jacob M. Howe;Tver State Technical University;RU
conf/cdc/WangD09;Youqing Wang;University of Leeds;GB
conf/wacv/Gu0OZL020;Wanli Ouyang;Pwani University;KE
conf/samos/GadioliPS15;Gianluca Palermo;Harvard University;US
conf/ecoop/BicarreguiLM97;T. S. E. Maibaum;Universidad Atlantida Argentina;AR
conf/icls/AhnSBPWY14;Jason C. Yip;Williams Baptist College;US
conf/ccbr/XiaoLH15;Xiang Xiao;Manuel L. Quezon University;PH
conf/rta/AlpuenteEI08;María Alpuente;Centenary College;US
conf/grapp/BahrehmandEB14;Arash Bahrehmand;Nakhchivan State University;AZ
conf/itsc/ProbstWPKWSBFSY21;Julian Eggert;Universitas Padjadjaran;ID
conf/acmidc/AdachiGMMNSKYIT13;Yoshiaki Takeda;Northeastern Ohio University College of Medicine;US
conf/bmvc/TwiningMT02;Christopher J. Taylor 0001;Moscow State Institute of Steel and Alloys;RU
conf/icassp/WuY90;Chi-Hsin Wu;Universidad de Huánuco;PE
conf/indin/OdofinGS15;Zhiwei Gao 0001;National Chi Nan University;TW
conf/icassp/KimHPL10;Mark Hasegawa-Johnson;Gangdara Institute Of Science & Technology;PK
conf/vlsic/ZimmerLPKJKBBCL15;Milovan Blagojevic;St. Petersburg State Medical Academy;RU
conf/pdcat/YangCC05;Ya-Ling Chen;Birjand University;IR
conf/igarss/0002W19;Wei Shi 0002;Pusan National University of Education;KR
conf/oss/LundellAABFGGKP12;Jonas Gamalielsson;Universidad de Puerto Rico, Arecibo;PR
conf/fps/TounsiCCG11;Nora Cuppens-Boulahia;Chuo Gakuin University;JP
conf/medinfo/WongWTHTC15;K. H. Ho;University of Tasmania;AU
conf/smartgreens/NikoloudisSTAMM20;E. Sitzimi;Aimst University;MY
conf/lrec/Ein-DorHKLMRSS18;Eyal Shnarch;University of Findlay;US
conf/ihm/RossoC0N17;Matt Jones 0001;O'More College of Design;US
conf/chi/SasDHS09;Ronghui Su;Hesser College;US
conf/asplos/HanA13;Tianyi David Han;Wenzhou Medical College;CN
conf/icig/LiuWLWH09;Xin Liu;Université Mohammed V - Agdal;MA
conf/cw/HouLSM15;Yisi Liu;Darul Huda Islamic University;IN
conf/maveba/Mendes-LaureanoSGSOG11;Víctor Osma-Ruiz;Norwegian State Academy of Music;NO
conf/isie/YinZ14;Shen Yin;Middle East University;JO
conf/iih-msp/ZhuWLL11;Jun Wang 0001;National University of Science and Technology Bulawayo;ZW
conf/tacas/DijkMP19;Tom van Dijk;The College of New Jersey;US
conf/iscas/XuGJZ07;Wen Gao 0001;Ferris State University;US
conf/webi/IkedaOTSKNSSK14;Hirohiko Suwa;College of St. Mary;US
conf/cw/TakaokaH15;Ryotaro Takaoka;Alfaisal University;SA
conf/ccnc/AnnamalaiZ10;Qiang Zhao;Hiiraan University;SO
conf/urai/HanLPCK15;Ilje Cho;Ningbo University of Technology;CN
conf/nips/CohenR97;Eytan Ruppin;Western State University College of Law;US
conf/wads/ChanNS19;Yakov Nekrich;St. Vincent College;US
conf/icbo/LinHMEZSKH14;Yongqun He;Yalova University;TR
conf/kdd/BagherianGBNYM21;Markus Meister;European Carolus Magnus University;BE
conf/ucami/Bartolome-Tomas19;Roberto Sánchez-Reolid;Gulf University College;BH
conf/ijcai/KrogmannLMS21;Pascal Lenzner;Eugene Bible College;US
conf/icst/WhiteFB18;Guy J. Brown;Private Hanseuniversität;DE
conf/icdsp/ZiaeiAYM09;Seyed Mohammad Ahadi;Nagasaki Institute of Applied Science;JP
conf/pimrc/TapioSJ18;Visa Tapio;Asian University of Bangladesh;BD
conf/robocup/AlbaniYSNB16;Dario Albani;University of Tuzla;BA
conf/vlsic/OhJYBS14;Wanyeong Jung;Universität Ulm;DE
conf/colt/ArgueGG20;Guru Guruganesh;University of Art and Design Helsinki;FI
conf/aime/BredaHEB15;Matthias Berking 0002;Universitas Jenderal Achmad Yani;ID
conf/latw/BehrendGSLRKR14;Jürgen Ruf;COMSATS Institute of Information Technology;PK
conf/criwg/EspinosaPP97;José A. Pino;Capital University of Economics and Business;CN
conf/percom/ApolinarskiIP14;Wolfgang Apolinarski;Al-Buraimi University College;OM
conf/dasfaa/BertinoCP01;Paolo Perlasca;Kuwait Maastricht Business School;KW
conf/www/TononCDC15;Michele Catasta;Augsburg College;US
conf/icail/ColenCV09;Stijn Colen;Suez Canal University;EG
conf/sca2/KaoutarAK18;Ghadi Abderrahim;Emporia State University;US
conf/socrob/DantanarayanaRTLD14;Dikai Liu;Honam University;KR
conf/acit4/BuiakGDYSB21;Lesia Buiak;Cambodian Mekong University;KH
conf/hicss/PaukstadtB0DDZ18;Ute Paukstadt;Paul University;NG
conf/iesa/MouzakitisLSSJ07;U. Scheper;Dow University of Health Sciences;PK
conf/cvpr/FleckBBS06;Wolfgang Straßer;Pusan University of Foreign Studies;KR
conf/isit/LinWWHL21;Shih-Chun Lin;The New College;IN
conf/ecis/IntronaCM00;Lucas D. Introna;Universidad Privada Antenor Orrego;PE
conf/um/SzatmariPKG20;Thanassis Giannetsos;Henan Univeristy;CN
conf/dac/WangH0LL15;Ying Wang 0001;European Regional Educational Academy of Armenia;AM
conf/icassp/Lorenzo-GarciaRNMQH06;Juan L. Navarro-Mesa;Botswana Accountancy College;BW
conf/xsede/TwardLMM17;Daniel Jacob Tward;Allegheny College;US
conf/psb/KannOPR06;Predrag Radivojac;Universidad Andina Simón Bolívar;EC
conf/smc/LaxdalPD04;Rafael Parra-Hernandez;Fachhochschule Erfurt;DE
conf/csbio/AlamAHM10;Mohammad S. Alam;Instituto Superior de Entre Douro e Vouga;PT
conf/recomb/PetriKZ11;Robert Küffner;Wilbur Wright College;US
conf/adma/ZongXJZCP11;Yanchun Zhang;Baku Slavic University;AZ
conf/iros/TroncosoB17;David T. Branson;Ajman University of Science & Technology;AE
conf/isse2/LiL0FBK21;Zihang Li;California State University, Dominguez Hills;US
conf/icsoc/Lopez-EnriquezC14;Genoveva Vargas-Solar;Katholieke Universiteit Leuven, Campus Kortrijk;BE
conf/vtc/MoussakhaniBR10;Ilangko Balasingham;Kyoto City University of Arts;JP
conf/cvpr/ZhaoLYC21;Chunyuan Li;Bauder College;US
conf/cec/KorosecSOK07;Klemen Oblak;King's College London, University of London;GB
conf/igarss/HowellPLDBRVS08;Desmond Power;Gifu Keizai University;JP
conf/rt/Shi0SR21;Holly E. Rushmeier;Fachhochschule Westküste, Hochschule für Wirtschaft und Technik;DE
conf/ics/SharkeyP07;Joseph J. Sharkey;University of Connecticut at Waterbury;US
conf/icira/LiGZL19;Zheng Li;Xi'an University of Technology;CN
conf/ecis/FickingerR13;Tobias Fickinger;University of Medicine and Pharmacy of Timisoara;RO
conf/isspa/MadhavRKR10;K. Ashoka Reddy;Politeknik Pos Indonesia;ID
conf/icse/SeguraTRSAC15;Leonardo Guerreiro Azevedo;Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble;FR
conf/micad/HayashiMSTKHMZI12;Chisako Muramatsu;Kwangju National University of Education;KR
conf/amia/OwenVKMF12;Matthew R. Fred;University of the Arts;US
conf/isit/BocheJS19;Sajad Saeedinaeeni;University of Montevallo;US
conf/nocs/KrimerEKKW09;Isask'har Walter;State University of New York College at Purchase;US
conf/socs/AtzmonSFWBZ18;Neng-Fa Zhou;Universidad de Deusto;ES
conf/mhs/OzawaTSY12;Kyohei Toyoda;Fachhochschule Ravensburg-Weingarten;DE
conf/isgteurope/BlavetteLAM16;Hamid Ben Ahmed;Caleb University;NG
conf/metroi/OliveiraCSAD21;Pedro Andrade;Fukuoka International University;JP
conf/fgr/SchroderPGPVCMHMESWBPS11;Hatice Gunes;Universidad Tecnológica de Panamá;PA
conf/hsi/KasturiJ17;Sowmya Kasturi;Al Yarmouk University College;IQ
conf/ecir/KanagawaKSTS19;Yukihiro Tagami;Ilam University;IR
conf/icassp/VihonenAKJV06;Juho Vihonen;Western Washington University;US
conf/frauen/MeyerV89;Maria Meyer;Universidad Iberoamericana de Ciencia y Tecnologia;NI
conf/gcc/AmendoliaEHHMMRS04;Tony Solomonides;Dokuz Eylül University;TR
conf/vts/ManichGBLRRF04;Josep Rius 0001;Morehead State University;US
conf/infovis/AnkerstBK98;Mihael Ankerst;Al-Aqsa University;PS
conf/aPcsac/MoravejiSA07;Reza Moraveji;Universidad de Concepción del Uruguay;AR
conf/networking/MonteiroPPES11;Richard Demo Souza;Baghdad College of Economic Sciences University;IQ
conf/interspeech/ShahSP18;Nirmesh J. Shah;Ecole pour les Etudes et la Recherche en Informatique et Electronique;FR
conf/semweb/BrickleyBMMRW02;Dan Brickley;Nanjing University of Aeronautics and Astronautics;CN
conf/mtw/ChenY06;Ing-Xiang Chen;Thomas A. Edison State College;US
conf/edbt/EhrenfriedEITWF19;Hamer Iboshi;Qurtuba University of Science and Infromation Technology;PK
conf/vtc/YaoMX17;Rugui Yao;Università Pontifcia Salesiana;VA
journals/jmlr/ZhangJLY09;Wu-Jun Li;Konan University;JP
conf/irps/ODonnellCPHAHBG19;Tanmoy Pramanik;Kuvempu University;IN
journals/procedia/TambasciaMKB12;Sonia M. Kutiishi;University of Macau;MO
conf/worldcist/JegundoDQDACRMQ19;João Quintas;International Medical University;MY
conf/egov/CauterSC14;Monique Snoeck;Queens College;US
conf/ic3k/DistanteFCV14;Damiano Distante;Sultan Mizan Zainal Abidin Polytechnic;MY
conf/icmv/SoheiliKS14;Mohammad Reza Soheili;Mofid University;IR
conf/sp/SrinathanPR07;Kannan Srinathan;Yokkaichi University;JP
conf/cdc/OkadaYM19;Shogo Okada;Taganrog State Pedagogical Institute;RU
conf/lrec/DeclerckMHGCMCR20;Mohammad Fazleh Elahi;Anna Maria College;US
conf/bmei/NiuLMPLF09;Yubo Fan;National Institute of Industrial Engineering;IN
conf/mm/GranaVBGCBTB06;Daniele Bulgarelli;University of East;PK
conf/iccsa/PyunKK03;Sung-Jea Ko;Islamic Azad University, Shahryar;IR
conf/ieem/GoudarziHGBV21a;Shahrooz Bamdad;University of Education Hradec Kralove;CZ
conf/crv/LiXMD18;Jimmy Li 0001;Scott Christian University;KE
conf/sensys/WangZZ19;Fan Zhang 0019;Free University of Bozen;IT
conf/sii/HoUSSKY12;Kohei Sawada;Ilam University;IR
conf/cisis/ShibataSSU19;Noriki Uchida;National University of Ireland, Maynooth;IE
conf/aswec/SarimbekovZABMBTQ13;Walter Binder;Institut Textile et Chimique de Lyon;FR
conf/icip/WangTS01;Yue Wang 0005;Sinte Gleska University;US
conf/clef/HeNADTHAZFYAWRZ20;Ameer Albahem;Excelsior College;US
conf/humanoids/SisbotASDWW05;Kerstin Dautenhahn;Université Blaise Pascal (Clermont-Ferrand II);FR
conf/apccas/ZanottiM14;Jefferson William Zanotti;Kazak National Technical University;KZ
conf/bigdataconf/ZhaoZZLWKCRR14;Ke Wang 0012;Institute of Advanced Legal Studies, University of London;GB
conf/petra/PapakostasTABM18;Morris Bell;National Chiayi University;TW
conf/apsec/KhanS08;Shaleeza Sohail;Covenant University;NG
conf/semweb/CorsarMGMENCS15;Milan Markovic;Franciscan University of Steubenville;US
conf/iccel/NishioMY15;Masahiro Morikura;Pillsbury Baptist Bible College;US
conf/aaai/Tan00GL20;Jun Wan 0001;University of Forestry Sofia;BG
conf/interspeech/YangH07;Peter A. Heeman;United States Air Force Academy;US
conf/nspw/HaldarSF02;Vivek Haldar;College of St. Rose;US
conf/csdm/ZhangF21;Yuchen Zhang;Rana Institute of Higher Education;AF
conf/iolts/AndjelkovicLSKK19;Rolf Kraemer;North South University;BD
conf/icassp/RaychaudhuriSS93;Huifang Sun;Vesalius College;BE
conf/iceei/NaradhipaP11;Ayu Purwarianti;Antioch University Los Angeles;US
conf/IEEEssd/BahriBS18;Radwen Bahri;Fachhochschule Lausitz;DE
conf/kbse/YanDWW0Z18;Tianyong Wu;COMSATS Institute of Information Technology, Lahore;PK
conf/ccnc/PalazziFRPG07;Giovanni Pau 0001;University of Maine (System);US
conf/ispacs/YuSHZ17;Zhiqiang Zhang;Beijing University of Aeronautics and Astronautics;CN
conf/roedunet/DascaluPNDTN19;Stefan Trausan-Matu;Seonam University;KR
conf/chi/IkedaH17;Keiichiro Hoashi;Savannah College of Art and Design;US
conf/webi/ChenWZH06;Zhouyao Chen;Gratz College;US
conf/isit/VajhaMK19;P. Vijay Kumar;Kursk State University;RU
conf/intenv/OlivaCM16;Andrés Muñoz 0001;Seigakuin University;JP
conf/iros/KuboNHAES20;Kinji Asaka;Islamic Azad University, Sanandaj;IR
conf/wimob/BhatHMH21;Jeroen Hoebeke;Université de Perpignan;FR
conf/eps/WaagenM95;John Robert McDonnell;Hogeschool voor Wetenschap & Kunst;BE
conf/smartgridcomm/BakkenBCKKLMPVW11;Anthony Kuh;Donetsk National Technical University;UA
conf/asicon/MaGPX15;Jun Xu;University of South Bohemia;CZ
conf/enviroinfo/HryniewiczS05;Olgierd Hryniewicz;Victoria International University;PA
conf/itng/AlnajimM09;Malcolm Munro;Burlington College;US
conf/vtc/GuoM18;Terry Guo;Ukrainian Medical Stomatological Academy;UA
conf/csndsp/ChaudharyAG20;Neha Chaudhary;Oglala Lakota College;US
conf/vtc/TewesAKT0S19;Jaber Kakar;Fujian Agricultural University;CN
conf/dgo/RoblekM20;Vasja Roblek;Shaqra University;SA
conf/iwcmc/GuoBPHTK20a;Ke Pang;Bellin College of Nursing;US
conf/ofc/HongLLLTMRZRP30;Yang Hong 0002;Universitas Gadjah Mada;ID
conf/dlog/BienvenuLW12;Frank Wolter;European Graduate School, Media & Communications;CH
conf/iccvg/SalamonczykM12;Wojciech S. Mokrzycki;Western Baptist College;US
conf/rfid/HarutyunyanHFLH20;Hans-Juergen Holland;Norwegian University of Sport and Physical Education;NO
conf/acssc/ZhangGWZ17;Shuimei Zhang;Indian Institute of Management, Tiruchirappalli;IN
conf/mdm/XiongUHS06;Xuanrui Xiong;Nuclear Institute for Agriculture and Biology (NIAB);PK
conf/IEEEias/KifayatMSL07;Madjid Merabti;Gulhane Military Medical Academy;TR
conf/nsyss/AfrozeR21;Syeda Farzia Afroze;Canakkale (18th March) University;TR
conf/vtc/LiuYY09;Lie-Liang Yang;Capital University of Medical Sciences;CN
conf/besc/XueTDI16;Takao Terano;Ashkelon Academic College;IL
conf/interspeech/DoursCKPPV89;Martine de Calmès;Vassar College;US
conf/compgeom/KawamuraMT10;Takeshi Tokuyama;Universidad Catolica del Maule;CL
conf/cisim/BenabbasKFB08;Damien Fay;Conway School of Landscape Design;US
conf/vtc/IkedaKKKTSLK21;Yuya Kaneko;St. Mary-of-the-Woods College;US
conf/icce-tw/LiC20a;Yong-Yu Li;Eritrea Institute of Technology;ER
conf/micad/RexiliusH0LP07;Horst K. Hahn;Central Academy of  Fine Art;CN
conf/ijcai/GafniLT21;Yotam Gafni;Berhampur University;IN
conf/icarsc/MouraADMA21;J. Antunes;Tokyo Women's College of Physical Education;JP
conf/civr/KayumbiMSTC08;Gabin Kayumbi;Balamand University;LB
conf/icpr/LomenieSGC00;Nicolas Loménie;Universidad Andina del Cusco;PE
conf/aaai/LiBQC0Y19;Rui Yan 0001;Zanjan University of Medical Sciences;IR
conf/icra/SaketiWLWK15;Qingkang Wang;Conestoga College;CA
conf/icinco/SegoviaHRNPD17;Fatiha Nejjari;Islamic Azad University, Shirvan;IR
conf/miigp/MehrtashDPBFVCK14;Tina Kapur;State Engineering University of Armenia;AM
conf/icalt/MansourSM11;Brian Magerko;Allahabad University;IN
conf/waa/JiangGHW03;S. G. Gong;Kettering University (GMI);US
conf/ijcai/BenferhatCDLP93;Salem Benferhat;Kobe Design University;JP
conf/sensys/XiaoS05;Weiyao Xiao;Palmer College of Chiropractic West;US
conf/aimech/BhardwajWWSF21;Luke Soe Thura Win;Universitas Negeri Surabaya;ID
conf/wpnc/VaghefiSB13;Reza Monir Vaghefi;Universidad de Sucre;CO
conf/cbmi/BeecksUDS13;Merih Seran Uysal;Southwest Missouri State University - West Plains;US
conf/qrs/PhillipsMRGM20;Hoda Mehrpouyan;Universidad de Comunicación Avanzada;MX
conf/icpp/YenSK92;Jen-Tien Yen;Medical Academy in Bialystok;PL
conf/conf-irm/NeffHUB13;Falk Uebernickel;Private Hanseuniversität;DE
conf/iih-msp/YangHCH09;Ching-Yu Yang;St. Petersburg State Forest-Technical Academy;RU
conf/ccbr/YeHYD13;Robert I. Damper;Semnan University;IR
conf/vecims/SandSP06;Mike Stevens;Université de l'Uélé;CD
conf/micad/CampHHKSMDPPLR14;Melissa E. Murray;CollegeAmerica, Phoenix;US
conf/acii/GamageSA17;Vidhyasaharan Sethu;Instituto Politécnico de Beja;PT
conf/iecon/ElhennawyH18;Maki K. Habib;Minsk State Linguistic University;BY
conf/iccS/ChaturvediFGHMM05;Sergei A. Filatyev;Yokohama National University;JP
conf/ihsi/NeubauerGPFMS20;Kristin E. Schaefer;Lyndon State College;US
conf/icica/CaiAZ13;Tingting An;Hong Kong Academy for Performing Arts ;HK
conf/i2mtc/AmerNTGSC21;Miquel-Àngel Amer;IASE (Institute of Advanced Studies) Deemed University;IN
conf/ictir/LuccheseNOT16;Gabriele Tolomei;Yarmouk University;JO
conf/ACMdis/LoveiDJDNBNN20;Ineke Neutelings;University of Uyo;NG
conf/ssbse/GuizzoBCPS21;Federica Sarro;Western University;AZ
conf/vts/MukherjeeKRT95;Janusz Rajski;Ohio State University - Marion;US
conf/fnms/VandenbergheVDWPGSQALSVVAPNB13;Piet Demeester;Université de l'Uélé;CD
conf/iciap/GhinamoCLLAG15;Cecilia Corbi;Kazak American University;KZ
conf/vehits/BeutelGJKOSTV18a;Markus C. Beutel;University of Gastronomic Sciences;IT
conf/nc/BogaczG98;Rafal Bogacz;Fresno Pacific University;US
conf/chiir/SchildwachterBZ19;Alexander Panchenko;Kasetsart University;TH
conf/cso/DongLZ09;Kin Keung Lai;Université du Burundi;BI
conf/vtc/AhoAR08;Kari Aho;Chengdu University of Traditional Chinese Medicine;CN
conf/cores/KrysmannK13;Marek Kurzynski;Njala University;SL
conf/asplos/RyzhykKMRVH11;Mona Vij;Meharry Medical College;US
conf/icip/AtesO05;Michael T. Orchard;Qinghai Radio & Television University;CN
conf/lpnmr/HouWD07;Marc Denecker;University of Canberra;AU
conf/miigp/WilsonDCKATSYBC10;Jienan Ding;Jai Narayan Vyas University;IN
conf/ssic/HammiRK16;Rida Khatoun;Universidad Adventista de Bolivia;BO
conf/embc/YanXXLZL17;Wenqiang Yan;University of Southern Mindanao;PH
conf/wads/ShahrokhiSSV97;Ondrej Sýkora;Sinnar University;SD
conf/icic/DongXRHRLW21;Yuan Dong;Denison University;US
conf/smsociety/BrunsNS18;Christian Nuernbergk;Private Fachhochschule Göttingen;DE
conf/mixdes/DeoPJSS18;Satinder K. Sharma;Tobb Economics and Technology University;TR
conf/clef/NovotnySSL20;Michal Stefánik;Anhui Technical College of Water Resources and Hydroelectric Power;CN
conf/sips/SalmelaSBT07;Shuvra S. Bhattacharyya;University of Economics Prague;CZ
conf/isgt/ZhengLSZ13;Jianghe Zhao;Takoradi Polytechnic ;GH
conf/rtas/ShuSS02;Sang Hyuk Son;Vidyasagar University;IN
conf/igarss/Vasile0OF11;Jean Philippe Ovarlez;Southeastern University;US
conf/cso/ChaiGWL09;Shouyang Wang;Polonia University in Czêstochowa;PL
conf/cscw/AckermanM96;Mark S. Ackerman;Cedar Crest College;US
conf/iwec/KamalFBH11;Noreen Kamal;Aksum University;ET
conf/date/RistauLAF09;Gerhard P. Fettweis;Universidad del Valle del Bravo;MX
conf/ofc/TheurerMTBSPS17;Georges Przyrembel;Universitas Muhammadiyah Mataram;ID
conf/isscc/TakeuchiKFOHSWF06;Susumu Fujimura;Rheinische Friedrich-Wilhelms Universität Bonn;DE
conf/glvlsi/Gong0LNMWRDLXW20;Xue Lin;Universidad Nacional de Chimborazo;EC
conf/amcc/KidaneYN03;Yuh Yamashita;Université de Yaoundé I;CM
conf/ichms/Prieur-ColomaRM20;Lisset Balart-Fernández;Wartburg College;US
conf/iecon/ZengYZZW17;Zhirong Zeng;Sylhet International University;BD
conf/aaai/WangZKG20;Yuan Zhang;ITT Technical Institute West Covina;US
conf/atal/DouchanWK19;Yinon Douchan;Universitas Merdeka Madiun;ID
conf/amia/MichaelMCDK20;Yuxiao Chen 0005;Universidad Miguel de Cervantes;CL
conf/icip/ZakhorW06;Wei Wei 0023;University of Chieti;IT
conf/igarss/QiaoLZZL21;Shuang Liang;National University of Singapore;SG
conf/case/LiDBSG20;Han Yu Li;Botswana Accountancy College;BW
conf/cav/AbateBCCDKKP17;Daniel Kroening;Université Moulay Ismail Meknès;MA
conf/balt/StankeviciusMR18;Valdas Rapsevicius;American Public University;US
