key;author;employer;country
journals/jpdc/CasanovaGLQS14;Frédéric Suter;National Taipei University;TW
journals/sac/XiaoLCC18;Luo Xiao;John Brown University;US
journals/rfc/rfc6482;Matt Lepinski;University of Wales, Swansea;GB
journals/tac/ChenYCSFS11;Yanfei Fan;Tilburg University;NL
journals/comcom/NikasLDVPW06;Vaggelis Nikas;University College of Gävle;SE
journals/jocs/FengLL11;Zheng-tang Liu;People' s Friendship University of Russia;RU
journals/sensors/MalekABMOHWG17;Peter Hartsough;Balamand University;LB
journals/neuroimage/WuSYLWWQZJW21;Yuyao Zhang;Teacher Training College of Revalidation, Rehabilitation and Physical Education;PL
journals/jche/ErtmerSCCKOST10;Ayesha Sadaf;Martin University;US
journals/endm/DavidGLT18;J. David;Universidad del Noroeste;MX
journals/ijkedm/SiddikyKR12;Faisal Kabir;National Aviation Academy;AZ
journals/remotesensing/LiCXHJSTXWGZHSC21;Zhihong Xu;Universitas Kristen Krida Wacana;ID
journals/na/AnhAH18;Tran T. H. Anh;The College of Wooster;US
journals/fgcs/AsadiJPM20;Saeed Parsa;University of Switzerland;CH
journals/tomacs/TaylorTSM12;Simon J. E. Taylor;Samar State University;PH
journals/ijspm/HarrabiJG21;Khaled Ghédira;Universidad Autónoma de la Laguna;MX
journals/corr/ChenBGLW16;Fen Bin;Moldova State University;MD
journals/sigpro/SabatierAOGRR06;Franck Ragot;Luhansk Taras Shevchenko National Pedagogical University;UA
journals/spic/ZhuHM09;Yun He;Universidad Católica de Colombia;CO
journals/corr/Aranda-Gutierrez17;Pedro A. Aranda-Gutiérrez;Benson Idahosa University;NG
journals/sensors/OrtenziFCPVPIML21;Giancarlo Imperi;Motilal Nehru National Institute Of Technology;IN
journals/jamia/LorKB19;Theresa A. Koleck;University of Calicut;IN
journals/computing/ShenLG12;Jun Guo 0002;Near East University;CY
journals/corr/abs-2012-15439;Meng Li;Morehouse School of Medicine;US
journals/complexity/PengKKSYUU21;Faridoon Khan;Sri Lanka Institute of Advanced Technical Education;LK
journals/symmetry/AgryzkovCPTV19;Taras Agryzkov;Syrian International Private University for Science & Technology;SY
journals/ercim/FantechiGL08;Giovanni Lombardi;Segi University College;MY
journals/wpc/YuZZW13;Yige Wang;Karachi Medical and Dental College;PK
journals/pieee/VillasenorZW99;Ya-Qin Zhang;Brjansk State Technical University;RU
journals/remotesensing/LinZWCH21;Taojun Wang;Kitami Institute of Technology;JP
journals/internet/MissierACDG07;Ian Dunlop;Lansbridge University;CA
journals/nature/ConsortiumFKRB14;Andrew P. Gibson;Wilmington College;US
journals/ijon/YuWLDW13;Haitao Yu 0001;Al-Isra University;JO
journals/corr/abs-2011-00841;Tapan Kumar Saha;Centro Universitario Villanueva;ES
journals/tifs/ZhangLYLCZW21;Philip Whiting;Southwestern Christian College;US
journals/grid/FanfaniASABBBSBBa10;Ian Fisk;Kirchliche Hochschule Bethel;DE
journals/corr/abs-2010-07045;Azhar Zam;University of North America;US
journals/or/TaleizadehN16;Mahsa Noori-daryan;California College of Podiatric Medicine;US
journals/corr/abs-1109-1231;Deepak Mehta;Seokyeong University;KR
journals/corr/abs-2111-01261;Shuzhi Yu;Franklin University;US
journals/corr/abs-1709-03919;Zhangyang Wang;Universidad de La Sabana;CO
journals/corr/abs-1902-02056;Marc Boullé;University of Gezira;SD
journals/ecr/YuCXZZ19;Jiacheng Zhu;Valahia University of Targoviste;RO
journals/ijon/TangXFYWLLW17;Qiannan Li;University of North Florida;US
journals/corr/abs-1909-06678;Khe Chai Sim;Universidad Autónoma de Asunción;PY
journals/tissec/RogawayBB03;Phillip Rogaway;Islamic Azad University, Bostanabad;IR
journals/corr/PlotzR17;Tobias Plötz;Universitas Sam Ratulangi;ID
journals/scheduling/AgnetisFNP11;Marta Flamini;UCSI University;MY
journals/bmcbi/LuxKRMSWSH16;Andreas Schlüter;LICCSAL Business College;SL
journals/corr/abs-1211-4591;Hind E. Qassim;Celal Bayar University;TR
journals/access/ZhangYLLL20;Qifan Yang;Rajarata University of Sri Lanka;LK
journals/tap/KuhlTC09;William B. Thompson;Universidad de La Rioja;ES
journals/tog/PottmannSBSWBW08;Heinz Schmiedhofer;Xijiang University;CN
journals/pr/El-YacoubiGKRC19;Sonia Garcia-Salicetti;Fachhochschule Schmalkalden;DE
journals/jcmc/AntakiANV05;Francesc Núñez;Corporación Universitaria de Ibagué (CORUNIVERSITARIA);CO
journals/isci/SeoCCB21;Taesu Cheong;Cogswell Polytechnical College;US
journals/corr/BergeaudPR16;Yoann Potiron;Fachhochschule Kaiserslautern;DE
journals/corr/abs-2002-02814;Jianfeng Dong;Kagoshima Women's College;JP
journals/pr/KatoZB99;Zoltan Kato;El Shorouk Academy;EG
journals/kbs/PowerRKHMT98;Rhys Power;Kwan Dong University;KR
journals/sensors/Aguilar-Arevalo20;Paul Scovell;Universitas Kristen Indonesia Tomohon;ID
journals/nn/DeminNSNENRK21;Vladimir V. Rylkov;Universidade São Francisco;BR
journals/corr/abs-2010-05102;Erin A. Becker;STMIK Sinar Nusantara;ID
journals/tac/AguileraUDDA17;Ramón A. Delgado;University of Vaasa;FI
journals/pc/Williams-YoungB21;Chao Yang 0001;Universidad José Maria Vargas;VE
journals/fuin/PlantagieB14;Linda Plantagie;Chatham College;US
journals/tse/MoreauBHMP18;Trung Dong Huynh;NGO Vladikavkaz Institute of Economics, Management, and Law;RU
journals/cgf/JohnstoneW95;John K. Johnstone;West Virginia University Institute of Technology;US
journals/ijar/TranJGT18;Tuan Anh Tran 0002;Nippon Sport Science University;JP
journals/access/BatistaSGTFM19;Francisco Granziera Jr.;Narsee Monjee Institute of Management Studies;IN
journals/kes/LangerGHLTH06;Jan D. Gehrke;Hamadan University of Medical Sciences;IR
journals/corr/abs-1805-11714;Matthias Nießner;Middlebury College;US
journals/corr/abs-2004-14714;Yuchen Fang;Södertörn University College;SE
journals/corr/abs-2101-06030;Brian Y. Lim;University of London;GB
journals/corr/abs-2103-05293;Guangming Xie;Takoradi Polytechnic ;GH
journals/rcs/MenaSGVSF20;M. Antonio Balderas Soto;Coastal Carolina University;US
journals/access/AnjumASKMK20;Seifedine Nimer Kadry;Foshan University;CN
journals/corr/FreudigerCB15;Julien Freudiger;Islamic Azad University, Mehriz;IR
journals/jcis/DarmawanOCT10;Keng-Boon Ooi;Insituto Universitario - Centro Latinoamericano de Economia Humana - IU Claeh;UY
journals/ieiceee/NgoMO11;Quang Hong Ngo;Trisakti Institute of Tourism ;ID
journals/cea/RanaRHMH20;Ashfaqur Rahman;Shanghai Ouhua Vocational Technical College;CN
journals/corr/abs-2008-03455;Xinghao Ding;Adventist University of the Philippines;PH
journals/ior/WolffS74;R. Subramanian;Skyline University College, Sharjah;AE
journals/candie/AlkaffQPW21;Stefanus Eko Wiratno;Abylai Khan University;KZ
journals/ejasmp/JiangYL14;Rendong Ying;Indiana University-Purdue University at Indianapolis;US
journals/peng/GotzKRR18;Lucas Kiefer;Ohio University - Southern;US
journals/fgcs/ZhouSLWT20;Tianqi Zhou;Mokpo National University;KR
journals/corr/abs-0901-1954;Tony Q. S. Quek;Odessa State Academy of Construction and Architecture;UA
journals/puc/VerbertGDSAPK14;Sten Govaerts;Shinawatra University;TH
journals/apin/YangLZF13;Jian-Ke Zhang;Manonmaniam Sundaranar University;IN
journals/corr/abs-2010-05102;Mark S. Neubauer;University of Limerick;IE
journals/taes/HeZGSY20;Jin He 0001;Himachal Pradesh Agricultural University;IN
journals/corr/abs-2004-05731;Mahesh Bharath Keerthivasan;University of Cambridge;GB
journals/neuroimage/ZhuCTCS13;Sheng-Kwei Song;Moldova Technical University;MD
journals/jam/WaziriLM12;Mustafa Mamat;Universidad Nacional de La Plata;AR
journals/siamco/FerrariFPCB09;Rafael Fierro;University of Al-Qadisiyah;IQ
journals/corr/BrzezinskiSSS17;Jerzy Stefanowski;Stefan University;US
journals/ipm/YangSZW21;Dehao Wu;Nagoya Economics University;JP
journals/access/YangS19a;Miin-Shen Yang;Mount St. Clare College;US
journals/jpdc/AbdullahOSIO05;Md Nasir Sulaiman;Philadelphia University;JO
journals/corr/abs-2007-06666;Yang Zhang 0039;Palestine Technical University - Kadoorie;PS
journals/nar/MashiachNW10;Ruth Nussinov;Gunma University;JP
journals/jlap/KonigNN19;Maxime Nederkorn;Western State University College of Law;US
journals/fcsc/WangKY20;Hee Yong Youn;The Boston Conservatory;US
journals/jsce/XiWCW19;Wanqiang Xi;Universidad Autónoma de Chiapas;MX
journals/mr/SousaFCP18;Heverton Augusto Pereira;Charles R. Drew University of Medicine and Science;US
journals/corr/abs-2006-03790;Xin Liu 0061;Yunnan University;CN
journals/corr/ConinxBD16;Jacques Droulez;Fachhochschule Mainz;DE
journals/tosem/FriasPBAM05;T. S. E. Maibaum;Ecole Supérieure des Techniques Industrielles et des Textiles;FR
journals/automatica/CoulibalyMB95;Eric Coulibaly;Nippon Sport Science University;JP
journals/jssc/LeeHALLHL10;Dong Ho Lee;Taejon University;KR
journals/corr/abs-1304-7153;Thomas Pock;University of Central Europe in Skalica;SK
journals/spl/WangZSL12;Xiaofang Zhou 0002;Universidad de Especialidades del Espíritu Santo;EC
journals/sp/VerstakRWHSBJTR03;Jian He;State University of New York Upstate Medical University ;US
journals/tac/Mancilla-Aguilar20;José Luis Mancilla-Aguilar;University of Queensland;AU
journals/ei/RogersPM10;Werner Müller;Karachi Institute of Information Technology;PK
journals/dsp/YavuzT13;Ziya Telatar;Aventis School of Management;SG
journals/corr/abs-2011-00355;Yatong Chen;Necmettin Erbakan University;TR
journals/access/AnjumASKMK20;Muhammad Sharif 0001;Jigjiga University;ET
journals/corr/abs-2111-07746;Uma Shanker Tiwary;University of Sint Eustatius School of Medicine;AN
journals/cor/PiperagkasKSP12;Konstantinos E. Parsopoulos;University of the Assumption;PH
journals/corr/abs-1805-06836;Viktor Zamaraev;Karnataka State Law University;IN
journals/taslp/DermatasK96;George Kokkinakis;Amirkabir College of Managmant & Technology;IR
journals/corr/abs-2106-10885;Zihe Dong;Kitasato University;JP
journals/jcheminf/YuGHB15;Xiang Yu;Hawassa University;ET
journals/access/WagihCZWB20;Mahmoud Wagih;Malayer University;IR
journals/tie/XuZBY21;Yanwu Xu 0002;East Texas Baptist University;US
journals/anor/ChebotarevS98;Pavel Yu. Chebotarev;Georg-August Universität Göttingen;DE
journals/debu/KatzOPS88;John K. Ousterhout;Hong Kong Baptist University;HK
journals/spic/CapeceBCGSE19;Francesco Banterle;Far Eastern State Technical Fisheries University;RU
journals/tpds/LiuCDJZJZZTTLWZ20;Wanchun Dou;Mukogawa Women's University;JP
journals/eswa/LeiG15;Xiuping Guo;Kendall College;US
journals/ijdsn/JiangHWLZ19;Guopeng Zhang;Université Virtuelle de Tunis;TN
journals/jcsc/BiswasMN21;Somanath Majhi;Davenport College of Business, Kalamazoo;US
journals/tsmc/AndrioleBHT86;Harlan H. Black;Mount Royal College;CA
journals/iacr/KutasPS19;Péter Kutas;Kaunas Medical Academy;LT
journals/jsac/HollingerCQMMSSSH12;Hanumant Singh;Far Eastern University;PH
journals/spic/KaiserF99;Susanna Kaiser;Universidade Estadual da Paraíba;BR
journals/corr/ChudnovskyGSZ15;Maria Chudnovsky;Silesian Academy of Medicine in Katowice;PL
journals/vlsisp/EngelsLPR93;Marc Engels;Adventist University of Central Africa;RW
journals/tvlsi/GhoshalMCS16;Santanu Chattopadhyay;Zaman University;KH
journals/tvcg/VinklerHBS16;Vlastimil Havran;Red Sea University;SD
journals/corr/SlavkovikJ16;Wojciech Jamroga;Trinity Theological Seminary;GH
journals/sensors/RikanKAARSHRVL18;Deeksha Verma;Universidad Tecnológica del Sur;DO
journals/tce/SpinsanteG12;Susanna Spinsante;Trinity College of Florida;US
journals/sadm/NelsonSYPBFLMWXJ14;Onchee Yu;Universidad Nueva San Salvador;SV
journals/mj/BaigKKKSW03;Jamil A. Khan;University of North London;GB
journals/tmi/ZengLXLJFG20;Yuhua Jiang;Kwangwoon University;KR
journals/informs/KumarYC13;Chao-Hsien Chu;Hankyong National University;KR
journals/corr/abs-1812-09353;Weitian Tong;Freie Kunst-Studienstätte Ottersberg;DE
journals/mbec/MolinariRLAFPRV17;Filippo Molinari;University of the Philippines Los Banos;PH
journals/afs/MartinoPSS14;Sabrina Senatore;Faculdade Italo Brasileira;BR
journals/caee/GaonaRVVS18;Mercedes Reguant;Universidad de Sonsonate;SV
journals/nature/ConsortiumFKRB14;Ri-ichiroh Manabe;Vrije Universiteit Brussel;BE
journals/isr/FangGLX15;Yunjie Xu;Mayville State University;US
journals/cj/LiskaS93;Stanly L. Steinberg;The Art Institutes International Portland;US
journals/candie/ManupatiTWT13;Kuan Yew Wong;International Business University of Beijing;CN
journals/corr/abs-1908-05094;Wufeng Xue;University of Northern Colorado;US
journals/tii/LuHZMZ21a;Yan Zhang 0002;College of New Rochelle;US
journals/psychnology/CoughlanMBMSMAHSBPPMPH13;John L. Arnott;Universidade Federal do Maranhão;BR
journals/iotj/ZhuJ22;Xiangming Zhu;Franklin College;US
journals/standardview/RosenthalSBM97;Mary Brady;Lakeview College of Nursing;US
journals/jnc/AlcockABBSGGHHI16;Silke M. Göbel;Shandong University of Art and Design;CN
journals/jbi/WhiteWPHSSDH16;Walter Sun;Cyberjaya University College of Medical Science;MY
journals/cphysics/XuGHYXW19;Xiaotao Xiao;University of the South;US
journals/tmc/ZhaoPAR12;Yang Zhao;National Yang Ming Medical College;TW
journals/corr/abs-1910-11185;Hocine Cherifi;University of Liverpool;GB
journals/ieicet/LinLLL08;Ying-Dar Lin;Shikoku University;JP
journals/jmiv/BalmashnovaF08;Luc Florack;"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk";PL
journals/ijmi/ZhangSTO22;Xiaoni Zhang;Jimei University;CN
journals/remotesensing/TangZZT21;Lijun Zhao 0001;Universidad Nacional de Misiones;AR
journals/sensors/AlcalaUHG17;Álvaro Hernández;Istanbul Bilgi University;TR
journals/ijcla/OnanKB16;Hasan Bulut;Centre Universitaire d'Oum El Bouaghi;DZ
journals/entropy/GattoneSPN18;Stéphane Puechmorel;Indiana University at Kokomo;US
journals/corr/abs-1708-06308;Rong Zheng;Creighton University;US
journals/simpra/TianZLLHH22;Ying Tian;University College of the Fraser Valley;CA
journals/asc/RoyRC13;Pritam Roy;United States Sports Academy;US
journals/access/XuZML21;Xiaobo Xu;Capella University;US
journals/corr/abs-2003-02940;Erik G. Larsson;Université Senghor d'Alexandrie;EG
journals/tmi/LiPSELZCDRS0MNF21;Moritz Ehlke;National Central University;TW
journals/neuroimage/ChenDBLERM09;Timothy P. L. Roberts;Hebei University;CN
journals/tcad/GengLLCGS15;Yiyu Shi;University of Dayton;US
journals/jmiv/MarkussenSE08;Jon Sporring;Vilnius Academy of Arts;LT
journals/chb/JiangJOR22;Xiangshi Ren;Smolny University;RU
journals/corr/abs-1904-01675;Johannes Schöning;Krasnoyarsk State Technical University;RU
journals/jnw/YangLZ14;Xie Zhao;Finance Academy;RU
journals/cm/BellavistaCFGG18;Stefano Chessa;Belhaven College;US
journals/ficn/FlorimbiTMDL21;Stefano Masoli;Federal University of Technology, Owerri;NG
journals/irob/YaoZSZ19;Guoliang Zhang;Universidad Diego Portales;CL
journals/concurrency/WangLS21;Jiang Lin;Universitas Wisnuwardhana;ID
journals/corr/abs-2106-11808;Andreas Ruediger;San Francisco Art Institute;US
journals/jirs/SkrjancBM03;Saso Blazic;Universidad Regiomontana;MX
journals/aai/CzabanskiJHJL16;Krzysztof Horoba;Kyungnam University;KR
journals/corr/abs-2010-13155;Ramesh Karri;Technological Education Institute of Serres;GR
journals/neuroimage/VenkatramanGLGR15;Yang An;University College of Arts, Crafts and Design;SE
journals/ton/MahdianMIY20;Milad Mahdian;Fachhochschule Kärnten;AT
journals/winet/HsuLWCT20;Jen-Jee Chen;Universitas Lancang Kuning;ID
journals/sensors/MorenoAIPCARAEL19;Paul Lepper;Dammam Community College;SA
journals/corr/abs-2106-14587;Jean-Claude Belfiore;Australian Catholic University;AU
journals/ipm/RadaZD96;Zhengjie Liu;Universidad Nacional de Loja;EC
journals/iacr/BarwellPS15;Martijn Stam;University of Kalyani;IN
journals/gpb/LiWPBMCLB09;Hao Peng;Universidade de São Paulo;BR
journals/tpds/ChenPX06;Gopal Pandurangan;Madison University (Distance Education);US
journals/tinstmc/GaoGLQ21;Yunfeng Gao;Universiti Teknologi Mara;MY
journals/sigir/SerdyukovHR10;Pavel Serdyukov;South Texas College of Law;US
journals/arobots/LoureiroATDH03;Michael Topping;University of Connecticut at Stamford;US
journals/corr/WuthrichCTS15;Stefan Schaal;Pacific Union College;US
journals/isci/LiHWLCCLZC17;Zhuofan Lu;University of Craiova;RO
journals/tcom/SunWL15;Victor C. M. Leung;Moscow State University of Culture;RU
journals/jips/KimK05;Il Kon Kim;Mahidol University International College;TH
journals/sensors/ZhangZFZZZ20;Hui Zhang;Epoka University;AL
journals/sp/AshrafMT20;Amin Majd;Damghan University of Basic Sciences;IR
journals/corr/abs-2008-03620;Siham Tabik;LICCSAL Business College;SL
journals/corr/LuKDSR16;Liang Lu 0001;Universidad del Norte;MX
journals/cbsn/AhnSKKJAL14;Jungsun Ahn;Hokkaigakuen University;JP
journals/tvt/KabambaMST02;Semyon M. Meerkov;Tainan National College of the Arts;TW
journals/tmi/ShaoHHCCWSLZZ20;Jie Zhang 0010;Samara State Academy for Railway Transportation;RU
journals/tomccap/AbdallahGCSWH18;Maha Abdallah;Wollo University;ET
journals/qic/LiWCL21;Mingyou Wu;Christian Heritage College;US
journals/ijon/EmaryZH16;Hossam M. Zawbaa;Anhui Medical University;CN
journals/pvldb/AppuswamyAPIA17;Raja Appuswamy;Baldwin-Wallace College;US
journals/sensors/IbadurrahmanHWN21;Takahiro Majima;University of Wamia and Masuria in Olsztyn;PL
journals/bmcbi/LimRT11;See Ven Lim;West China University of Medical Sciences;CN
journals/sensors/BoeremaVSTH14;Simone T. Boerema;3rd Military Medical University;CN
journals/automatica/HalleuxPCdB03;Georges Bastin;Argosy University;US
journals/cogsci/AndersonCFQRR08;Jon M. Fincham;Universidad de Montevideo;UY
journals/sensors/DongL21;Zili Li 0009;Xiamen University;CN
journals/ijinfoman/MartinPLBCH08;Kerry Martin;University of Calabria;IT
journals/corr/abs-2103-08886;Zhen Gou;Katholische Fachhochschule Nordrhein-Westfalen;DE
journals/ife/BorghoffKLSW01;Martin S. Lacher;University of the East, Ramon Magsaysay Memorial Medical Center;PH
journals/entropy/ValenciaGV19;Franco Valencia;"Universidad Nacional Experimental Sur del Lago ""Jesús Maria Semprum""";VE
journals/bmcmi/LiZZXXZWLTC17;Yuhui Zheng;School of Oriental and African Studies, University of London;GB
journals/ijcat/CaoL08;Qing Cao;"Music Academy ""Stanislaw Moniuszko"" in Gdansk";PL
journals/icl/FangWHYC12;Yung-Sheng Chen;Universidade Bandeirante de São Paulo;BR
journals/tc/SunZZ09;Nanning Zheng 0001;Kiev School Of Economics;UA
journals/fgcs/HanLZZSWL19;Weihua Liu;Universidad Abierta Interamericana;AR
journals/ploscb/LiHABPSL19;Russell A. Poldrack;Universidad Señor de Sipán;PE
journals/ijnc/AzevedoCB12;Marcos F. Caetano;Husson College;US
journals/corr/abs-1807-04831;Scott M. Summers;Kitakyushu University;JP
journals/jsw/LiYWL12;Xianguo Li;Nara Women's University;JP
journals/cars/LiuGS11;Luis F. Gutiérrez;University of Hyderabad;IN
journals/csda/OirbeekL12;Robin Van Oirbeek;Point Park College;US
journals/jocn/SolbakkLLFLBFMK21;Torstein Meling;Universidad Alas Peruanas;PE
journals/corr/abs-1803-03670;Fei Li;Katholieke Universiteit Leuven, Campus Kortrijk;BE
journals/tie/KimRKJ21;Sang-Wook Ryu;Bellarmine College;US
journals/compsec/RajabE19;Majed Rajab;Beijing University of Chinese Medicine and Pharmacology;CN
journals/neuroimage/CassadyKRDGWCKB16;Kaitlin Cassady;Universitat Jaume I de Castellón;ES
journals/corr/EstevesGV16;Sérgio Esteves;Universidad del Tolima;CO
journals/remotesensing/XuHBWZD21;Yuzhuang Xu;Tsuda College;JP
journals/corr/abs-1305-4732;Luciano Tarricone;Cranbrook Academy of Art;US
journals/pami/TongTM04;Gérard G. Medioni;West Virginia School of Osteopathic Medicine;US
journals/vlsisp/YviquelSJTRC15;Emmanuel Casseau;Kannada University;IN
journals/tip/JinGN11;Satoshi Goto;Kyushu University;JP
journals/siamis/PanYWGHWJL14;Jianhong Wang;British Institute in Paris, University of London;FR
journals/corr/abs-1905-10728;Sergei Soloviev;Mazandaran University of Iran;IR
journals/apin/GulzarAAXS19;Yonis Gulzar;University of Rijeka;HR
journals/corr/abs-1301-2172;Bassem Bouaziz;Universidad Albert Einstein;SV
journals/staeors/DelalieuxZTJIS14;Miguel Ángel Jiménez-Bello;Universitas Kristen Krida Wacana;ID
journals/tim/DomaeAKZOK15;Takehiko Oe;Shanghai University of Traditional Chinese Medicine and Pharmacology;CN
journals/corr/abs-2012-00538;Tapabrata Maiti;Southern University - Shreveport;US
journals/ors/EmdeALG20;Hamid Abedinnia;Holy Angel University;PH
journals/nar/TaccioliFVVCFGBAHIPRC09;Stefano Volinia;Anton de Kom University;SR
journals/isca/GilaniKS08;Syed Asif Mahmood Gilani;Universidad Libre de Costa Rica;CR
journals/ral/RinconTKC17;Stefano Carpin;Universidad Pontificia Comillas;ES
journals/corr/abs-2111-04746;Gaurav Mahajan;College of Technology at Abha;SA
journals/corr/abs-2003-09436;John M. Furlan;Morris College;US
journals/corr/WangL17c;Ming Li 0065;Bashkir State Medical University;RU
journals/nar/Allot0KACWL19;W. John Wilbur;Kamalolmolk Art & Architecture Higher Education Institute of Noshahr;IR
journals/adhoc/FengDZS17;Wei Shi;Inoorero University;KE
journals/corr/abs-2103-15595;Jingyi Yu;Qom University;IR
journals/jamia/RetiFRS10;Stephen E. Ross;Fine Arts Academy in Warsaw;PL
journals/titb/EstradaTSJ18;Leonardo Sarlabous;Tezpur University;IN
journals/ploscb/RomanoPJBCPS17;Alessia Candeo;Islamic Azad University, Ahar;IR
journals/combinatorica/AroraS03;Sanjeev Arora;School of Economic Sciences;IR
journals/siamco/FedericoFRR21;Michael Röckner;University of Central Punjab;PK
journals/rcim/ManziniDU22;Marcello Urgo;Texas Wesleyan University;US
journals/ijrat/AdiEVPH13;O. K. Ewell;Université Paris-Dauphine (Paris IX);FR
journals/iotj/LiLCXLW20;Zhenjiang Li;St. Leo College;US
journals/connection/DartelPHC04;H. Jaap van den Herik;Aquinas College;US
journals/corr/GaoJYYYT17;Yue Yin;VBS Purvanchal University;IN
journals/tcbb/PengYLLL21;Xiangke Liao;Mount Sinai School of Medicine;US
journals/fss/CerquetiS13;Roy Cerqueti;Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie;DE
journals/amc/RehmanWH15;Zhuo-Heng He;Waynesburg College;US
journals/soco/PramanikSSP17;Tarasankar Pramanik;Adnan Menderes University;TR
journals/ijalr/SugimotoIJKMK17;Naoya Iwamoto;Shawnee Community College;US
journals/remotesensing/JelenekKKM16;Lucie Koucká;Nara Medical University;JP
journals/jiis/OhSEJSSL19;Kyong-Ho Lee;African University of Science and Technology;NG
journals/ijon/LiuSZW16;Jiajun Liu;Polytechnic Institute of Turin;IT
journals/access/ChorasSKLMRMF20;Prabhat Ram;Mehran University of Engineering & Technology;PK
journals/eor/EmrouznejadATA10;Ali Emrouznejad;Concordia College, Moorhead;US
journals/mia/JiangZHYM16;Lin Yang;King Saud University;SA
journals/corr/ChakrabortyPRS13;Sourav Chakraborty 0001;Washington State University;US
journals/ijcbdd/HeZZP09;Jieyue He;University of Ostrava;CZ
journals/jcis/BedeleyGIB18;Rudolph T. Bedeley;Odessa National Marine University;UA
journals/jsjkx/WeiLPL18;Zhichao Lian;Youngstown State University;US
journals/corr/abs-2006-00125;Shahriar Talebi;Kano State University of Technology Wudil;NG
journals/tamd/PetitLBPCOCPGMBILVDMD13;Giorgio Metta;Aligarh Muslim University;IN
journals/es/AliHHYJ21;Shariq Hussain;Art Academy of Cincinnati;US
journals/comcom/KrishnamurthyWGA11;Walter Willinger;Northeastern Ohio University College of Medicine;US
journals/ieicet/KomatsuYAKTA14;Nguyen Ngoc Mai Khanh;The Achievers University;NG
journals/displays/LeeLKLLYPK14;Seok Jae Lee;Stenden University;NL
journals/aeog/SantosMNDOSSSBS20;Lindenberg L. da Silva;London Business School;GB
journals/cviu/LiPCDXQP20;Xiaojiang Peng;Masinde Muliro University of Science and Technology;KE
journals/tc/WangHYS16;Xiaoyu Song;City University of New York, John Jay College of Criminal Justice;US
journals/tcs/DolevGGKK19;Niv Gilboa;BGC Trust University, Bangladesh;BD
journals/tim/MagalottiPPSS16;Pisana Placidi;Hochschule Harz, Hochschule für angewandte Wissenschaften (FH);DE
journals/corr/abs-1910-10994;Yao Zhao 0001;Yokkaichi University;JP
journals/complexity/LuoWLHCZW18;Lufeng Luo;Ural State Academy of Railway Transport;RU
journals/remotesensing/ZhangWLPYP19;Hao Wu 0043;Institute of Business and Politics;RU
journals/corr/GrabowskiC15;Szymon Grabowski;China USA Business University;CN
journals/corr/abs-2111-14658;Manxi Lin;Ecole Nationale Supérieure de Chimie de Montpellier;FR
journals/ieicet/SongHLK11;Myoung-Ho Kim;Stefan University;US
journals/cphysics/DruzhininKT14;V. A. Tayursky;Beijing University of Agriculture;CN
journals/tvt/WuLHL20;Wei Wu 0033;Fachhochschule Nordostniedersachsen;DE
journals/neuroimage/KleinDLI16;Pierre-Alexandre Klein;High Point University;US
journals/pvldb/FangPCDG21;Lu Pan;Kotelawala Defence University;LK
journals/cgf/BurchettAOAPF19;Joseph N. Burchett;Komazawa University;JP
journals/cars/Serifovic-TrbalicDPSC09;Naser Prljaca;Niigata University of International and Information Studies;JP
journals/ijgi/BrovelliSY20;Yaru Sun;Universität für Bodenkultur Wien;AT
journals/cm/RossemTCPD18;Wouter Tavernier;Bridgewater State College;US
journals/corr/abs-2105-01125;Cláudio Sardinha;Dow University of Health Sciences;PK
journals/corr/TaghizadehPGBA14;Philip N. Garner;Cogswell Polytechnical College;US
journals/tmi/BiegunVKGGKBB16;Jan Visser;Université Libre de Tunis;TN
journals/arscom/YangZ09;Zhizheng Zhang 0001;Federal University of Technology, Yola;NG
journals/dam/AlkayaD15;Ekrem Duman;Guangxi Medical University;CN
journals/tsipn/WangLPTVS20;Steve Vance;Universität Augsburg;DE
journals/automatica/LuSWFC19;Jieying Lu;Université des Montagnes;CM
journals/iet-com/WangH21;Zhigang Huang;Jimei University;CN
journals/corr/AlAmmouriEAA15;Osama Amin;University of Nebraska - Lincoln;US
journals/sensors/ZhangLLZWLZZSHW17;Yugang Liu;University of Agriculture and Veterinary Medicine Bucharest;RO
journals/comcom/WangCHX06;Xiaoming Xu;Fachhochschule Jena;DE
journals/corr/abs-1806-00699;Simon Kirby;Taylor University, Fort Wayne Campus;US
journals/ewc/EbtehajBS16;Isa Ebtehaj;Hanoi University of Civil Engineering;VN
journals/access/YuLOSK20;Se-Ra Oh;Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz;DE
journals/neuroimage/KatusMMMRMELH20;Sophie E. Moore;North-West State Technical University;RU
journals/jssc/ManandharTK07;Sanjeev Manandhar;Voronezh State Agricultural University;RU
journals/complexity/ZouYBH21;Mimi Yu;Kokushikan University;JP
journals/jfr/SchillaiTRP19;Sophia M. Schillai;Gurukul University;IN
journals/twc/BachaWC17;Mudasar Bacha;Niigata College of Pharmacy;JP
journals/orgsci/CattaniPW03;Johannes M. Pennings;Eelo American University;SO
journals/jucs/QuinonezLAA21;Raquel Aguayo;Universidad La Republica;CL
journals/jct/TodorcevicT13;Stevo Todorcevic;Mimar Sinan University;TR
