key;author;employer;country
journals/eik/TienJ84;Tran Minh Tien;Maine Maritime Academy;US
journals/spic/ChiuM20;Chih-Yi Chiu;Medical Academy in Gdansk;PL
journals/ijwa/TechioM15;Leila Regina Techio;Southern Polytechnic State Univerisity;US
journals/jifs/RaoXXGZ17;Congjun Rao;Sambalpur University;IN
journals/corr/LanLQ17;Hong Qin;Hebei University of Technology;CN
journals/ijwin/SibilleD09;Alain Sibille;Friedrich-Schiller Universität Jena;DE
journals/amc/CabadaPL00;Alberto Cabada;The Rockefeller University;US
journals/ijicte/AkyeampongFK10;Albert Akyeampong;Universitas Kristen Indonesia Tomohon;ID
journals/jsemantics/Valiouli94;Maria Valiouli;University of Arkansas at Monticello;US
journals/ieicet/HanWSC15;Atul Sewaiwar;Hiiraan University;SO
journals/networks/KlasingKN09;Adrian Kosowski;Universidad Nacional de Jujuy;AR
journals/corr/abs-1007-3181;Joseph O'Rourke;Pontificia Università S. Tommaso;IT
journals/ai/CharniakS94;Eugene Charniak;Anadolu University;TR
journals/chb/Oeldorf-HirschS15;Anne Oeldorf-Hirsch;Bangladesh University;BD
journals/endm/DavidGLT18;Emiliano Traversi;Emeishan Buddhist College;CN
journals/synthese/Cameron08a;Ross Paul Cameron;Fachhochschule Kufstein (Tirol);AT
journals/ipl/Chen00;Tzung-Shi Chen;Sur University College;OM
journals/ibmrd/AndricacosR98;Neil Robertson 0003;Nihon University;JP
journals/ijcta/ProstATPGJR00;Christian Pacha;Russian Academy of Theatre Arts;RU
journals/logcom/Arratia-QuesadaCS99;Argimiro Arratia Quesada;Gazi University Ankara;TR
journals/corr/abs-1912-12735;Hichem Sahbi;Northeast Agricultural University;CN
journals/staeors/WitR16;Jacco J. M. de Wit;Southern Alberta Institute of Technology;CA
journals/gandc/SheenTBO06;Chang-Eob Baag;North China Electric Power University;CN
journals/anor/ZhangZ20;Ning Zhang;University of Bucharest;RO
journals/ieicet/TamaiSH10;Shigeru Sawada;Polotsk State University;BY
journals/jct/Sundaram01;Sheila Sundaram;Trinity University;US
journals/jifs/OnutE10;Semih Önüt;St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture;RU
journals/jis/ArunachalamM88;K. Manorama;Seowon University;KR
journals/nms/Bratten05;L. Clare Bratten;Yamanashi University;JP
journals/mr/HuangWLZZTZLW11;Changze Liu;AISECT University;IN
journals/cssc/WuCF21;Li-Hsueh Cheng;Privredna Akademija (Business Academy);RS
journals/corr/abs-1802-05313;Fisher Yu;Pakistan Virtual University;PK
journals/kognitionswissenschaft/ZimmerSB01;Harry R. Speiser;Baylor College of Medicine;US
journals/ml/GaoWCI22;Hanpin Wang;Universidad de Puerto Rico, Mayaguez;PR
journals/symmetry/WuW21a;Tong Wu;Fine Arts Academy in Warsaw;PL
journals/cacm/Helland19a;Pat Helland;Universitas Katolik Widya Karya;ID
journals/cse/SpotzS02;Paul N. Swarztrauber;University of Chieti;IT
journals/tplp/MetodiC12;Amit Metodi;Université Kongo;CD
journals/el/KonomosH00;Philip Konomos;Colgate University;US
journals/ijwoc/CaponeC03;Antonio Capone;Universidad Tecnológica Equinoccial;EC
journals/pe/LakshminarayanaAD13;Mohamad Assaad;University of Resita;RO
journals/siamsc/DonatoC92;June M. Donato;Universidad de Zaragoza;ES
journals/tcci/CochezTE17;Michael Cochez;Károl Gáspár University of the Reformed Church;HU
journals/cn/KornblumRS01;Danny Raz;Institución Universitaria Iberoamericana;CO
journals/apin/SayedH17;Aboul Ella Hassanien;Johnson County Community College;US
journals/neuroimage/Davatzikos04;Christos Davatzikos;Tokai Women's College;JP
journals/corr/abs-1904-09948;Kulin Shah;Harbin University of Civil Engineering & Architecture;CN
journals/corr/abs-2001-02921;Antti Oulasvirta;Universidade do Estado do Rio de Janeiro;BR
journals/automatica/AlessandriS22;Angelo Alessandri;Hai Duong University;VN
journals/jcp/ErnawanAS14;Ferda Ernawan;Universidade do Vale do Itajaí;BR
journals/corr/abs-2108-01124;Gurcan Comert;Edison Community College;US
journals/cor/CorreiaGS08;Francisco Saldanha-da-Gama;Sakhalin State University;RU
journals/corr/abs-2105-00065;Karpur Shukla;Elmira College;US
journals/aeog/DuanVKD21;Anton Vrieling;Argosy University;US
journals/corr/abs-1811-07999;Louis-Noël Pouchet;Escuela Superiore de Administración Pública;CO
journals/ajc/HolzmannK00;Hadi Kharaghani;Faisalabad Institute of Textile and Fashion Design;PK
journals/mj/Rockett04;Leonard R. Rockett;Phillips-Universität Marburg;DE
journals/tim/DomaeAKZOK15;Atsushi Domae;Western Kentucky University;US
journals/corr/abs-2005-03720;Mladen Kovacevic 0001;Buckinghamshire New University;GB
journals/suscom/SteenhofWBSRSKA12;Bobby Ho;Ocean University of China;CN
journals/eait/Tatnall14a;Arthur Tatnall;Queensland University of Technology;AU
journals/corr/abs-0912-0448;Johan Wästlund;Khabarovsk State Academy of Economics and Law;RU
journals/mp/Pulleyblank88;William R. Pulleyblank;University of Santo Tomas;PH
journals/jrm/TakenoMNS93;Jun'ichi Takeno;University of Tampere;FI
journals/combinatorics/Vatter02;Vincent R. Vatter;Kerman Graduate University of Technology;IR
journals/corr/abs-2110-00433;Zied Baklouti;Universidad Autónoma de Aguascalientes;MX
journals/questa/AbateW87;Joseph Abate;Tokyo Medical College;JP
journals/ijeis/JenabRM13;K. Rashidi;TaiChung Healthcare and Management University;TW
journals/neuroimage/LuhmannBMA19;Alexander von Lühmann;"Universidad Nacional Experimental Politécnica ""Antonio José de Sucre""";VE
journals/tcsv/CoteEGK98;Berna Erol;Moscow State University of Environmental Engineering;RU
journals/tc/LinLC02;Chun-Yuan Lin;Concordia College, Bronxville;US
journals/iet-bmt/SantemizSV18;Luuk J. Spreeuwers;Samar State University;PH
journals/cg/HollererFHBLBJBR01;Blaine Bell;Middlesex University;GB
journals/jsac/Hiramatsu91;Atsushi Hiramatsu;Inner Mongolia Normal University;CN
journals/ijais/DillardYB16;Jesse F. Dillard;Tabriz University;IR
journals/lgrs/LiCZ21;Jing Li 0005;Universidad Mexicana del Noreste;MX
journals/combinatorica/AroraS03;Madhu Sudan;Universidad Nacional de La Plata;AR
journals/access/BalattiFVLA20;Arash Ajoudani;Northeastern State University;US
journals/jsa/Crookes99;Danny Crookes;University of Glamorgan;GB
journals/midm/DobbinsBCY15;David C. Currow;TPM College;MY
journals/cj/WangZXX20;Fucai Zhou;Kurashiki Sakuyo University;JP
journals/cie/Livingstone06;Daniel Livingstone;Lenoir-Rhyne College;US
journals/corr/abs-2102-02493;Dmitry Berenson;Deccan College Postgraduate and Research Institute;IN
journals/ipl/Moller-NielsenS84;Jørgen Staunstrup;Grace Bible College;US
journals/twc/WymeerschPS12;Federico Penna;Technische Universität Graz;AT
journals/corr/abs-2104-05288;Rebekka Haese;Bridgewater State College;US
journals/sigpro/Castano-MoragaLDR07;Carlos A. Castaño-Moraga;Instituto Politécnico de Castelo Branco;PT
journals/jcc/HaranoRC13;Roland Roth;Merlimau Polytechnic;MY
journals/is/AalstSS11;M. H. Schonenberg;University of NorthWest;US
journals/informaticaSI/WeiLW02;Baodian Wei;East Central University;US
journals/csl/Kilgarriff98;Adam Kilgarriff;Lesley University;US
journals/cmpb/YangFLLHFXSDZYB20;Bo Fu;The Corcoran College of Art;US
journals/tcbb/DehghaniNS19;Javad Sadri;University College of Nabi Akram;IR
journals/corr/TraversaroBEN16;Adrien Escande;Imam Reza University;IR
journals/corr/Temprano15;Oscar Temprano;Kamrah International Institute of Technology (KIIT);IN
journals/cagd/GravesenJS08;Bert Jüttler;Singapore Management University;SG
journals/tsp/YehB03;Chen-Chu Yeh;Tabriz University of Medical Sciences;IR
journals/corr/abs-2103-12537;Shaina Raza;Makanlal Chutur Vedi University;IN
journals/tinstmc/AdailyMG20;Abdelkader Mbarek;"Universidad Salvadorena ""Alberto Masferrer""";SV
journals/jrtip/KarunakarP11;A. Kotegar Karunakar;Second University of Naples;IT
journals/corr/abs-2109-13104;Paolo Arcaini;Schiller International University, Paris;FR
journals/ijhr/AsfourAGD08;Florian Gyarfas;University of Latvia;LV
journals/tosc/LiSSLH19;Chaoyun Li;Thompson Rivers University;CA
journals/toit/PanagidiACH20;A. Chalvatzaras;Ecole Superieur d'Ingenieurs Leonard de Vinci;FR
journals/pubtrans/PetruccelliC17;Salvatore Carleo;Danish Business Academy;DK
journals/cgf/ShapiraB14;Mirela Ben-Chen;Auchi Polytechnic;NG
journals/anor/JaumardPR93;Brigitte Jaumard;University of California, Riverside;US
journals/corr/abs-1808-04545;Akash Rastogi;Crawford University ;NG
journals/siamsc/AlhawwaryW20;Mohammad Alhawwary;The Juilliard School;US
journals/siamsc/DuruKM14;Gunilla Kreiss;Chodang University;KR
journals/cacm/Diakopoulos16;Nicholas Diakopoulos;Universitas Negeri Padang;ID
journals/elearn/Levin-Goldberg11;Jennifer Levin-Goldberg;Pennsylvania Academy of the Fine Arts;US
journals/isci/MouXL16;Huchang Liao;Principia College;US
journals/algorithms/QureshiMS19;Imran Qureshi;Middle Tennessee State University;US
journals/tse/VarvelS89;Donald A. Varvel;International School of Management;LT
journals/ejasmp/SalviBMG09;Björn Granström;Chung Hua University;TW
journals/ile/LuckinCAHO17;Jade Hunter;Warnborough University;GB
journals/corr/abs-2005-09048;Alexander Rolle;Adam Mickiewicz University of Poznan;PL
journals/cce/MitsosAFBBBCS18;Adrian Caspari;University of Northern Virginia;US
journals/csur/KumarGTH19;Ahmad Fadzil Mohamad Hani;University Of Hawaii - System;US
journals/infsof/GhoreshiH16;Hassan Haghighi;Carroll College Helena;US
journals/tit/FengHX19;Henk D. L. Hollmann;Novgorod State University;RU
journals/ercim/Fox11;John Fox;Fachhochschule Aschaffenburg;DE
journals/jifs/EshghiN08;Javad Nematian;"Universitas Pembangunan Nasional ""Veteran"" East Java";ID
journals/access/ChorasSKLMRMF20;Lidia López;University of Toronto;CA
journals/ress/Vrijling01;J. K. Vrijling;Shanghai Sanda University;CN
journals/rts/NirkheP93;Vivek Nirkhe;Occidental College;US
journals/rairo/TKindtB01;Jean-Charles Billaut;Hiroshima University;JP
journals/mr/MohammadiM08;Karim Mohammadi;University Tun Abdul Razak;MY
journals/dcg/Clarkson93;Kenneth L. Clarkson;Universidad de Puerto Rico, Ponce;PR
journals/corr/abs-1809-06723;Biplav Srivastava;Universidad de La Frontera;CL
journals/corr/abs-2011-09846;Ben Saunders;International People's College;DK
journals/access/ZhuYZW21;Chi Wu;Central Institute of Higher Tibetan Studies;IN
journals/jhsn/TarrafHS96;Ahmed A. Tarraf;Jazan University;SA
journals/pr/HongHK19;Daeyoung Kim;Western New Mexico University;US
journals/tsmc/ParkC04;Chang-Woo Park;Medical Academy Karol Marcinkowski in Poznan;PL
journals/automatica/BlanchiniG21;Franco Blanchini;Jimma University;ET
journals/micromachines/CuiZDPZZ15;Daihua Zhang;Open University of the Netherlands;NL
journals/corr/abs-2101-10407;Nasser Qaddoumi;Aga Khan University;PK
journals/aisy/LengHZAZL21;Baigang An;Union College;US
journals/cogsci/VermeulenNL07;Nicolas Vermeulen;Institute of Business and Politics;RU
journals/tvcg/ZahalkaWW21;Jan Zahálka;Universidad Autónoma de Aguascalientes;MX
journals/corr/abs-2103-13337;Alessandra Rossi 0001;Taipei Municipal Teachers College;TW
journals/siamsc/FuL19;Dong Liang;Allahabad Agricultural Institute, Deemed University;IN
journals/sensors/BergadaP19;Pau Bergada;Hue University of Agriculture and Forestry ;VN
journals/tog/JiangTVWP15;Amir Vaxman;Xiangtan University;CN
journals/queue/Frazelle19a;Jessie Frazelle;University of Cambodia;KH
journals/corr/abs-1801-07624;Marc Solé;Universidad Interamericana de Puerto Rico, San Germán;PR
journals/evi/OrrM12;Ben Martin;University of Lavasanat Pnu;IR
journals/corr/abs-1804-03615;Jiming Jiang;Instituto Politécnico de Viana do Castelo;PT
journals/gamestudies/Melhart18;Dávid Melhárt;New Jersey City University;US
journals/tmi/XuC02;Andrew K. Chan;Glion Institute of Higher Education;CH
journals/jql/Manczak03;Witold Manczak;Goucher College;US
journals/eswa/MowlaeiAK20;Hamidreza Keshavarz;Universitas Surabaya;ID
journals/dsj/YanK15;Thomas J. Kull;Boston Architectural Center;US
journals/ijmic/AzarSK21;Ahmad Taher Azar;Meharry Medical College;US
journals/sensors/KimP20d;Sangjoon Park;Universidad Central del Valle del Cauca;CO
journals/ejasp/KimPSY14;Dae Youn;Universidad Tecnológica Equinoccial;EC
journals/sigpro/RedifWM17;John G. McWhirter;Wilmington College;US
journals/ijsinnov/GhoshGS18;Partha Ghosh;Universidad Nacional de Ingeniería;PE
journals/tgrs/XieLLLD20;Baozhu Liu;University of the City of Manila;PH
journals/cl/MeenakshiR04;B. Meenakshi 0002;University of South Dakota;US
journals/corr/abs-2107-10935;Aamna Najmi;Gonzaga University;US
journals/corr/abs-1804-07374;Garegin Grigoryan;Universidad Peruana Cayetano Heredia;PE
journals/tcas/GuarchBA20;Fco. Javier Galindo Guarch;Chosun University;KR
journals/mcs/KungW13;E.-Ching Wu;Jichi Medical School;JP
journals/ijcon/OrdazO17;Mario Ordaz;Chukyo Women's University;JP
journals/corr/abs-1211-5766;Abdelmalek Amine;Kurume Institute of Technology;JP
journals/tie/KimRKJ21;Jin-Woo Jung;Warnborough University;GB
journals/ijmms/GirillL92;Clement H. Luk;Central Saint Martins College of Art & Design;GB
journals/candc/SinghTBTSG15;Abhay Tiwari;Pannnasatra University of Cambodia;KH
journals/ewc/PatelTT16;Chitaranjan Tripathy;University of Technology;MU
journals/ijmms/Rich99;Elaine Rich;Universitas Kristen Satya Wacana;ID
journals/jcst/Wu06;Wenling Wu;International Islamic University, Islamabad;PK
journals/telsys/DelicadoDO12;Francisco M. Delicado Martínez;Pennsylvania State University - Lehigh Valley;US
journals/iandc/FreydMRS92;Dana S. Scott;University of London;GB
journals/eor/CruzMBW19;André Bergsten Mendes;Ahlulbait International University;IQ
journals/login/Baumann99a;Rüdeger Baumann;Loyola College in Maryland;US
journals/cea/AsaeiJL19;Abdolabbas Jafari;University of Massachusetts at Dartmouth;US
journals/ixda/CardilloCMM09;Caterina Calefato;Motilal Nehru National Institute Of Technology;IN
journals/tmm/WangAC05;A. Hamid Aghvami;Brussels School of International Studies;BE
journals/jisedu/CarteJC06;Jon (Sean) Jasperson;Universidade Federal do Amapá;BR
journals/tcom/KirlinH75;C. C. Hu;Surugadai University;JP
journals/re/Jackson14;Michael Jackson 0001;University of Health and Science;KH
journals/eor/Kao22a;Chiang Kao;University of Kerala;IN
journals/jifs/KimKL05;Chang-Hyun Kim;Adventist University of the Philippines;PH
journals/sigmod/David92;Michael M. David;Anhui University;CN
journals/tcs/BresolinMSS13;Angelo Montanari;Lake Superior State University;US
journals/ieicet/LiXXLL12;Bo Li 0035;Tohoku Women's College;JP
journals/jfp/DybvigJS07;Amr Sabry;East West University;BD
journals/ce/Jang09;Syh-Jong Jang;Korea Advanced Institute of Science & Technology;KR
journals/cj/DeSTC12;Debraj De;Palestine Technical University - Kadoorie;PS
journals/icl/FoddisGGPRT16;Gianluca Foddis;Zahedan University of Medical Sciences;IR
journals/corr/GrangeLPWVEDMM16;Alexandar P. Mechev;Jordan Academy of Music / Higher Institute of Music;JO
journals/tsmc/YuanZDSZSH21;Fengchi Sun;"Universidad Nacional de la Patagonia ""San Juan Bosco""";AR
journals/algorithms/Z-FloresTLF20;Emigdio Z.-Flores;"Universidad Nacional Experimental Politécnica ""Antonio José de Sucre""";VE
journals/corr/abs-2003-05656;Chen Wang 0033;Ambassador University;US
journals/quantum/PaunkovicV20;Marko Vojinovic;ARYA Institute of Engineering & Technology;IN
journals/simpra/PerkoKHT11;Andrej Trost;Biysk State Padagogical University after V.M. Shukshin ;RU
journals/tsmc/WangW08;Guanghui Wang;Université Lumiére (Lyon II);FR
journals/joi/Rons12;Nadine Rons;Inönü University;TR
journals/algorithmica/YehKLY02;Cheng-Ming Kuo;Alain University of Science and Technology;AE
journals/jhsn/LiuCCT07;Chin-De Liu;Sheffield Hallam University;GB
journals/ahswn/OsipovT06;Christian F. Tschudin;Guangxi University;CN
journals/tsp/GuWW18;Jian-Feng Gu;State University of Management;RU
journals/igtr/KozlovskayaZ10;Nadezhda Kozlovskaya;Kermanshah University of Technology;IR
journals/isci/XingSSZL19;Haiyu Song;Beijing International Studies University;CN
journals/corr/abs-2012-00242;Jing Zhang 0052;Institut Sains dan Teknologi Al Kamal;ID
journals/synthese/Grundmann15;Thomas Grundmann;The Scripps Research Institute;US
journals/clsr/Cheung14;Anne S. Y. Cheung;Universitas Sanata Dharma;ID
journals/corr/abs-1105-1749;Michael J. Quinlan;Eurasian Institute of market;KZ
journals/corr/YadavMVSS16;Gautam Shroff;Southern Alberta Institute of Technology;CA
journals/tvt/ZhuN10;Balasubramaniam Natarajan;Lake Superior State University;US
journals/cai/LekicM21;Dragan Milicev;Fachhochschule Flensburg;DE
journals/compsec/CamachoGGM19;Gabriel Maciá-Fernández;Management and Science University;MY
journals/cpc/Hamidoune98;Yahya Ould Hamidoune;AGH University of Science and Technology;PL
journals/jksucis/AcharyaT20;C. R. Tripathy;Buena Vista University;US
journals/jise/LuLL06;Chin-Teng Lin;Private Fachhochschule Göttingen;DE
journals/isci/RivasGCAC04;Francisco Javier García Castellano;Universidad Agroforestal Fernando A.Meriño;DO
journals/corr/AroraGM13;Ankur Moitra;Otto-von-Guericke Universität Magdeburg;DE
journals/logcom/Ognjanovic06;Zoran Ognjanovic;University of Kansas;US
journals/jsac/ReI95;Enrico Del Re;Kasem Bundit University;TH
journals/corr/abs-2003-13536;Martin Tancer;Université du Burundi;BI
journals/smr/SanoTR97;Sanjai Rayadurgam;National Institute of Industrial Engineering;IN
journals/arobots/HuangTMR11;Anastasios I. Mourikis;Shreemati Nathibai Damodar Thackersey Women's University;IN
journals/nar/MituyamaYHOOTYKA09;Aya Yoshizawa;Notre Dame de Namur University;US
journals/jos/ZhangCU14;Bo Zhang;Delaware Valley College;US
journals/sensors/BaldacchiniMFSC20;Anna Rita Bizzarri;Universität Passau;DE
journals/jetai/Deniz-SuarezHLS07;Javier Lorenzo 0001;California Baptist College;US
journals/ijimai/RomeroGC12;Lucía Romero;Ecole Nationale Supérieure de Chimie de Mulhouse;FR
journals/fss/Teran07;Pedro Terán 0001;ICI University;US
journals/corr/abs-2202-10337;Dongxiao Zhang;Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner);DE
journals/corr/abs-0808-1455;Ian Oliver;Universidade Metropolitana de Santos;BR
journals/sigcse/JepsonP02;Andrea Jepson;Southwest University;CN
journals/scientometrics/ThelwallTP03;Liz Price;College of St. Mary;US
journals/corr/abs-2002-09609;Enayat Ullah;Universiti Malaysia Kelantan;MY
journals/axioms/GuerraS20;Laerte Sorini;Belarussian State Technological University;BY
journals/sensors/KimYB20;Dong-Ju Kim;Kazan State Academy of Architecture and Civil Engineering;RU
journals/jacm/KhardonR97;Dan Roth;Gnesins Russian Academy of Music;RU
journals/dt/ChakrabortyCAR21;Anuradha Annaswamy;American InterContinental University Online;US
journals/corr/abs-2009-12612;Abhinav Verma;University of Lodz;PL
journals/wicomm/CaoZLYZSC18;Fanghua Liu;Kazakh British Technical University;KZ
journals/tac/Gu0L99;E. Bruce Lee;Universidad Francisco de Paula Santander;CO
journals/ijmmsc/Likassa20;Habte Tadesse Likassa;Pathumthani University;TH
journals/dcc/FranekRG97;Alexander Rosa;Technological University (Magway);MM
journals/isjgp/NegashC15;Neamen Negash;Wuyi University;CN
journals/tis/Pare03;Daniel J. Paré;Awadhesh Pratap Singh University;IN
journals/jmiv/BeaucheminB00;John L. Barron;Rusangu University;ZM
journals/corr/abs-1806-08746;Dominic Bordelon;Shukutoku University;JP
journals/corr/abs-2012-03565;Elisa Strauch;Islamic Azad University, Tehran Science & Research Branch;IR
journals/mti/SenacLMNNPV19;Arnaud Lelevé;Wichita State University;US
journals/siamsc/EstrinFOS20;Dominique Orban;Universidad de La Salle, Bajío;MX
journals/access/WangC19b;Hui Wang 0029;Dr. YS Parmar University of Horticulture and Forestry;IN
journals/pr/GowdaK79;G. Krishna;William Woods University;US
journals/anor/BhattiLM15;Ho-Yin Mak;Zhezkazgan Baikonurov University;KZ
journals/dc/Sangiorgi12;Davide Sangiorgi;Toho University;JP
journals/tim/QiuLHWGLWCHQ21;Bingwen Hu;Universitas Kristen Maranatha;ID
journals/corr/abs-1907-11052;Ken Duffy;Indian Institute of Technology, Roorkee;IN
journals/tpds/DasP02;Maria Cristina Pinotti;University of Oulu;FI
journals/tgis/MyintLT02;John Tyler;Islamic Azad University, Hamedan;IR
journals/corr/abs-1905-09265;Hsueh-Ying Lai;Hannibal-Lagrange College;US
journals/nms/ReineckeMABDQSW18;Adrian Meier;Ecole Nationale Supérieure des Arts et Industries Textiles;FR
journals/siamco/JenkinsALG18;Anuradha M. Annaswamy;National Changhua University of Education;TW
journals/jucs/Aichernig01;Bernhard K. Aichernig;University College of Applied Sciences;PS
journals/lgrs/BhangS08;Frank W. Schwartz;NED University of Engineering and Technology Karachi;PK
journals/ior/TaylorB83;Gerald G. Brown;Converse College;US
journals/ecr/Chang13;Hangbae Chang;Yokohama City University;JP
journals/corr/abs-2003-09365;Christian Desrosiers;Agricultural University of Warsaw;PL
journals/cgf/CornelKSHGW15;Artem Konev;Universitas Darma Agung;ID
journals/tmm/PeixeiroBAP18;Catarina Brites;National University of Lesotho;LS
journals/tmi/MaidensGAL16;Jeremy W. Gordon;"Academy of Arts ""George Enescu"" Iasi";RO
journals/corr/abs-1806-01507;Tobias Kuhn;Universidad Tecnológica de Pereira;CO
journals/prl/KusakunniranWZL12;Hongdong Li;Copenhagen University;DK
journals/corr/abs-2010-10781;Aydogan Ozcan;Universidad Insurgentes Plantel León;MX
journals/tcas/DAmicoFGP07;Arnaldo D'Amico;The Emirates Academy of Hotel Managment;AE
journals/corr/AlkasassbehAH15;Ahmad B. A. Hassanat;University of Alabama - Birmingham;US
journals/jcm/GrauHR12;Andreas Grau;Institute of Commerce and Business;MN
journals/jossw/Dahlgren18a;Björn Dahlgren;Soonchunhyang University;KR
journals/access/YaoC21;Meiqi Yao;Arab Open University;SA
journals/tcasI/Zakharov21;Alexander Zakharov;Blessing-Rieman College of Nursing;US
journals/access/QuWXY17;Bing Xiao;University of Mysore;IN
journals/aeog/FuLHLHLHFZJ21;Bolin Fu;Zhongnan University of Economics and Law;CN
journals/tie/HebertBD93;Bernard Hébert;Universidad de Santiago de Chile;CL
journals/jdim/Al-Tameem08a;Abdullah A. Al-Tameem;Schiller International University, American College of Switzerland;CH
journals/elearn/Kessler18;Kevin E. Kessler;Universidad Pedagogica Nacional;CO
journals/mbec/KoutsoupidouGKC18;Evangelos Groumpas;Politeknik Negeri Lhokseumawe;ID
journals/automatica/Carrie90;A. Carrie;The McGregor School of Antioch University;US
journals/ai/Balasubramanian16;Guy Lebanon;City University;GB
journals/access/YangLLZCWC18;Jun Wang 0012;Chittagong University of Engineering and Technology;BD
journals/tsp/GuoW06;Dong Guo 0003;The Master's College;US
journals/cor/EiseltG84;Horst A. Eiselt;Monterey Institute of International Studies;US
journals/cm/JohnsenC19;Frank T. Johnsen;Sana'a University;YE
journals/tgrs/MyneniHSM95;Alexander Marshak;Kurgan International University;RU
journals/remotesensing/ZhouDL16;Lihang Zhou;Nippon Dental University;JP
journals/corr/abs-1806-07497;Chin Pang Ho;Ecole des Hautes Etudes Industrielles de Lille;FR
journals/wpc/MoronLCE09;Antonio Díaz Estrella;Université Panthéon-Assas (Paris II);FR
journals/bjet/Uluyol13;Çelebi Uluyol;Universidad Tecnológica Oteima;PA
journals/tgrs/AllenSP98;Christopher T. Allen;Universidad Privada Antenor Orrego;PE
journals/tsp/Shirvanimoghaddam15;Branka Vucetic;State University of New York at Stony Brook;US
journals/jirs/Valavanis07j;Kimon P. Valavanis;University of Urbino;IT
journals/tccn/DemarchouPK19;Constantinos Psomas;Colorado State University-Pueblo;US
journals/pr/WangWHY15;Jing Wang 0021;University of Minnesota - Morris;US
journals/corr/abs-1907-02090;Bianca Zadrozny;Khulna University of Engineering And Technology;BD
journals/bioinformatics/BolshakovaA03;Francisco Azuaje;Arcadia University;US
journals/remotesensing/DEsteEGSLS21;Giovanni Sanesi;National Academy of Arts;BG
journals/siamnum/LedermanR15;Roy R. Lederman;Texas Christian University;US
journals/cacm/CebrianRP16;Alex Pentland;University of Jammu;IN
journals/neuroimage/Engel12;Stephen A. Engel;Framingham State College;US
journals/ploscb/WashburneBL16;Alex D. Washburne;Sherman College of Straight Chiropractic;US
journals/ijgi/SamarinasTZ20;George C. Zalidis;TaiChung Healthcare and Management University;TW
journals/access/GongRABI21;Brian T. Branecky;Kigali Health Institute;RW
journals/tsp/DoucetGK01;Arnaud Doucet;Kankakee Community College;US
journals/chinaf/ZhaoWLW12;Guozhong Zhao;University of Minnesota - Duluth;US
journals/bioinformatics/Noivirt-BrikHUO13;Gershon Hazan;University of Aviation and Technology;TN
journals/corr/GrigoreY15;Hongseok Yang; Dedan Kimathi University of Technology;KE
journals/sigchi/Reynolds97;Carson Reynolds;Universidad de Pinar del Río;CU
journals/corr/abs-2006-07202;Ellya L. Kawecki;Sir Syed Institute Of Technology Islamabad;PK
journals/rfc/rfc136;Robert E. Kahn;St. Olaf College;US
journals/ijsysc/SavkinP00;Andrey V. Savkin;Sardarkrushinagar Dantiwada Agricultural University;IN
journals/cluster/AboudTH19;Ahmed Aboud;Kostroma State Technological University;RU
journals/corr/abs-1902-03326;Anubhav Ashok;University of Brescia;IT
journals/cmmm/DArienzoC17;Marco D'Arienzo;Al-Aqsa University;PS
journals/tcst/ChughtaiW12;Herbert Werner;Jewish University in Moscow;RU
journals/jgt/LukotkaS08;Martin Skoviera;Toyama Medical and Pharmaceutical University;JP
journals/cor/ReesTC84;Bernard W. Taylor III;Puntland State University;SO
journals/corr/abs-2201-09065;Guang Yang;Universität Trier;DE
journals/spe/Ebad20;Shouki A. Ebad;University of Forestry Sofia;BG
journals/jifs/HamidiS16;Arsham Borumand Saeid;Grace University;US
journals/aepia/PaulinoGS19;Angelo De Carvalho Paulino;King Faisal University;SA
journals/ieicet/SunGSB12;Chuiqiang Sun;Birjand University of Medical Sciences;IR
journals/sensors/YakovlevaYPZK21;Aleksey Kobzev;National Tsinghua University;TW
journals/corr/abs-2004-01056;Catholijn M. Jonker;Jönköping University College of Health Sciences;SE
journals/corr/abs-2102-03815;Davide Mottin;University of New England;AU
journals/ijpe/LiZLX20;Ran Li;Royal University of Agriculture;KH
journals/cp/ChersiP12;Fabian Chersi;European University Cyprus;CY
journals/jsea/ChutimaO10;Panuwat Olanviwatchai;"Moldova State University of Medicine and Pharmacy ""N. Testemitsanu""";MD
journals/scirobotics/JingTYKC18;Gangyuan Jing;University of Idaho;US
journals/dm/Hartsfield86;Nora Hartsfield;Ecole Nationale Supérieure de Chimie de Mulhouse;FR
journals/simpra/TamburisE20;Christian Esposito;Sri Sathya Sai Institute of Higher Learning;IN
journals/corr/abs-2108-06443;Long Yuan;Berry College;US
journals/cars/Serifovic-TrbalicDPSC09;Amira Serifovic-Trbalic;Tabriz University of Medical Sciences;IR
journals/intr/Lin18;Ruoyun Lin;Universidade Estadual do Maranhão;BR
journals/siamnum/Demlow09;Alan Demlow;High Point University;US
journals/amc/Hernandez-Veron21;Eulalia Martínez;Pontifícia Universidade Católica de Campinas;BR
journals/cn/AnadiotisPV13;Angelos-Christos G. Anadiotis;Korea University;KR
journals/corr/abs-2010-16131;Agnes Sliwinski;Medical University Pleven;BG
journals/automatica/HeZCCS18;Chengcheng Zhao;Pavlodar University;KZ
journals/displays/ChenG05;Peifu Gu;Tver State University;RU
journals/jcc/ReilingSB96;Jürgen Brickmann;Saito College;MY
